vehicle_id,scheduled_depart_s,sampled_headway_s,preferred_speed_mps,min_gap_m,preferred_tau_s
veh_001916,11471.057411,6.594334,20.248959,2.411034,2.162725
veh_001917,11475.519489,4.462078,24.069702,3.886378,1.686465
veh_001918,11479.868050,4.348560,21.152634,3.053472,1.532064
veh_001919,11485.730268,5.862218,25.012526,2.692719,1.640780
veh_001920,11493.292643,7.562375,21.977793,3.578854,2.096571
veh_001921,11499.885673,6.593030,19.025429,2.366543,2.052165
veh_001922,11506.727317,6.841644,22.582776,2.296259,2.034484
veh_001923,11510.474983,3.747666,20.251229,1.125986,1.350123
veh_001924,11514.282502,3.807519,22.862672,1.272086,1.449824
veh_001925,11521.962328,7.679826,21.621193,2.545173,1.760384
veh_001926,11527.910370,5.948042,20.568134,3.092351,1.590929
veh_001927,11531.939839,4.029468,21.524613,1.283101,1.147624
veh_001928,11539.263090,7.323251,20.353957,2.525809,1.536723
veh_001929,11545.650144,6.387054,22.963878,2.860916,1.654034
veh_001930,11556.077340,10.427196,20.273380,2.753143,1.730199
veh_001931,11563.952341,7.875001,19.515485,3.177242,1.717782
veh_001932,11570.472387,6.520046,25.755798,4.086338,1.569254
veh_001933,11576.245723,5.773336,23.506972,3.380444,1.851718
veh_001934,11582.594166,6.348443,17.984116,2.455932,2.277771
veh_001935,11588.440188,5.846022,20.434337,1.983348,1.656092
veh_001936,11592.281993,3.841805,22.746924,2.147510,1.943746
veh_001937,11599.673276,7.391283,22.618453,2.026501,1.547373
veh_001938,11606.085562,6.412286,20.546963,2.657190,1.967204
veh_001939,11611.132277,5.046715,21.312883,3.632379,2.036860
veh_001940,11615.889164,4.756887,19.653943,3.770624,2.255760
veh_001941,11623.360500,7.471335,20.550742,3.700857,2.231975
veh_001942,11629.294417,5.933917,23.831014,3.017882,1.651628
veh_001943,11637.525527,8.231110,18.174721,2.829163,1.711889
veh_001944,11641.138248,3.612721,20.368646,2.771138,2.064577
veh_001945,11645.524569,4.386321,23.337911,1.782004,1.864554
veh_001946,11653.125210,7.600642,23.607461,3.612705,1.610133
veh_001947,11658.142378,5.017168,20.692084,2.113720,2.176204
veh_001948,11662.554430,4.412051,20.084425,3.995762,1.519427
veh_001949,11667.764423,5.209993,20.303802,2.294097,1.508836
veh_001950,11672.624686,4.860264,24.065040,3.180633,1.307544
veh_001951,11679.433678,6.808992,22.075658,3.777600,1.875383
veh_001952,11687.110929,7.677251,22.549364,3.687854,2.013171
veh_001953,11690.730551,3.619621,19.449629,3.900190,1.557019
veh_001954,11696.294386,5.563835,21.051159,3.279816,1.647983
veh_001955,11702.315752,6.021366,25.008379,2.443355,1.869046
veh_001956,11708.439042,6.123290,23.350371,2.949002,2.045947
veh_001957,11715.688926,7.249883,22.291694,2.573723,1.993741
veh_001958,11721.868696,6.179771,23.362301,1.947921,1.207814
veh_001959,11726.998991,5.130295,21.316723,1.618765,2.198999
veh_001960,11731.331151,4.332160,25.489313,3.002242,1.921850
veh_001961,11734.594087,3.262936,20.320132,2.577829,1.909819
veh_001962,11740.037419,5.443332,23.746158,4.222381,2.097838
veh_001963,11746.059034,6.021615,22.850211,3.185260,1.743813
veh_001964,11753.441621,7.382587,24.071213,3.116757,1.882106
veh_001965,11758.874968,5.433346,23.218699,3.404741,1.996589
veh_001966,11768.360524,9.485556,24.282446,3.213750,1.856033
veh_001967,11774.245805,5.885281,20.735154,3.178705,1.677508
veh_001968,11779.520789,5.274984,23.112505,3.417175,2.291537
veh_001969,11786.091682,6.570893,19.351186,2.640492,1.678958
veh_001970,11790.635843,4.544162,20.774961,3.660186,1.998066
veh_001971,11796.949205,6.313362,18.382605,2.943019,1.660048
veh_001972,11799.853060,2.903855,20.156115,3.051724,1.914486
veh_001973,11806.867201,7.014141,23.684468,2.765098,1.911313
veh_001974,11812.967219,6.100018,20.998947,2.307962,1.861531
veh_001975,11819.283075,6.315856,24.002732,4.294951,1.599344
veh_001976,11825.515289,6.232213,23.138683,2.994119,1.724331
veh_001977,11829.604654,4.089366,23.473017,1.556345,1.778899
veh_001978,11834.256722,4.652068,19.915946,3.166083,1.935628
veh_001979,11842.606360,8.349637,21.646874,3.039047,1.544626
veh_001980,11849.348256,6.741896,25.710428,3.600693,2.072739
veh_001981,11854.452361,5.104105,21.175205,4.022578,1.599150
veh_001982,11861.083982,6.631621,24.590984,3.239072,1.868547
veh_001983,11867.695548,6.611566,22.615840,1.453135,1.365929
veh_001984,11876.627275,8.931727,21.156209,2.914167,1.682242
veh_001985,11884.292801,7.665526,20.738186,2.725709,2.033008
veh_001986,11890.909554,6.616753,23.988034,3.550268,1.645404
veh_001987,11896.235777,5.326222,21.929238,2.270049,2.190672
veh_001988,11904.911311,8.675535,24.595570,4.587132,2.142526
veh_001989,11910.758988,5.847677,25.633683,1.361206,2.532140
veh_001990,11915.453221,4.694232,23.571799,2.992838,1.282511
veh_001991,11919.622851,4.169630,19.861670,1.241572,1.658483
veh_001992,11924.329256,4.706405,22.816925,2.513341,2.158226
veh_001993,11929.783128,5.453872,24.883245,2.260384,1.849835
veh_001994,11936.931230,7.148102,25.012383,3.522863,1.876390
veh_001995,11944.301009,7.369778,25.657131,3.652184,1.587678
veh_001996,11952.027613,7.726605,21.076244,2.799630,1.511797
veh_001997,11958.257078,6.229465,24.330904,3.955416,2.127912
veh_001998,11965.504317,7.247239,23.638107,2.397354,1.401882
veh_001999,11974.893290,9.388973,22.223957,3.724068,1.738078
veh_002000,11982.258725,7.365434,26.018162,3.162593,1.435147
veh_002001,11990.663048,8.404324,23.372584,2.703540,1.586008
veh_002002,11994.397091,3.734042,23.926073,3.817952,1.440166
veh_002003,11999.284392,4.887302,22.184865,2.604598,2.134769
veh_002004,12004.157720,4.873328,20.056317,3.418903,2.067474
veh_002005,12010.268237,6.110517,21.538523,3.019903,1.426898
veh_002006,12018.356911,8.088673,24.311095,4.576800,1.422686
veh_002007,12023.553935,5.197025,23.551660,3.690457,2.229506
veh_002008,12029.847099,6.293163,20.145069,2.520848,1.080625
veh_002009,12034.566017,4.718919,25.917688,2.312379,1.328640
veh_002010,12039.828426,5.262409,24.031718,3.504823,1.783155
veh_002011,12046.256391,6.427965,24.541550,2.996694,1.626840
veh_002012,12050.462727,4.206336,24.211066,3.534424,1.865921
veh_002013,12058.223777,7.761050,22.926283,4.533220,1.978009
veh_002014,12061.345638,3.121861,22.966491,2.847820,1.903471
veh_002015,12067.828989,6.483351,21.303319,2.910831,1.920266
veh_002016,12073.091766,5.262777,24.814790,2.374808,1.946511
veh_002017,12081.325483,8.233717,25.593343,3.253372,1.565140
veh_002018,12088.468251,7.142768,23.413669,1.533394,1.595321
veh_002019,12091.342012,2.873761,21.983945,2.693878,1.895043
veh_002020,12093.708417,2.366405,18.762778,3.688080,1.347647
veh_002021,12098.206383,4.497965,20.871558,3.376721,2.333932
veh_002022,12103.453043,5.246660,24.192578,1.989977,1.549812
veh_002023,12109.169533,5.716490,18.078273,1.603148,2.329840
veh_002024,12115.214901,6.045368,26.338261,3.320191,1.420826
veh_002025,12122.225295,7.010394,25.145928,3.364467,2.136121
veh_002026,12126.176309,3.951014,22.796360,4.162202,1.449036
veh_002027,12129.475489,3.299180,22.952643,3.087825,1.299573
veh_002028,12135.854181,6.378692,21.885838,1.944496,2.066219
veh_002029,12141.312710,5.458528,19.563257,3.642582,1.936539
veh_002030,12147.157650,5.844940,25.283325,3.074546,1.659274
veh_002031,12152.194905,5.037255,23.520833,2.078685,1.881003
veh_002032,12157.935092,5.740187,24.362945,3.342242,1.872050
veh_002033,12166.164852,8.229760,22.346064,4.091739,2.123468
veh_002034,12169.729947,3.565095,22.331343,4.095129,1.792838
veh_002035,12173.891651,4.161704,23.955954,3.038429,1.467478
veh_002036,12180.854053,6.962402,26.340204,4.501062,1.639950
veh_002037,12189.205165,8.351112,19.847801,2.070534,2.059831
veh_002038,12194.896692,5.691527,22.497936,2.179769,1.612375
veh_002039,12199.002618,4.105926,22.957088,2.739011,1.550207
veh_002040,12202.000938,2.998320,24.598494,2.709810,2.106136
veh_002041,12208.391752,6.390814,19.733480,3.300886,1.851794
veh_002042,12212.517720,4.125969,20.667964,2.755365,1.456861
veh_002043,12221.781089,9.263368,25.522364,3.343126,2.277613
veh_002044,12231.293494,9.512405,24.979415,3.857891,1.737340
veh_002045,12237.632946,6.339452,22.330061,4.133038,1.793163
veh_002046,12244.361138,6.728193,23.829882,4.572189,1.623422
veh_002047,12250.184269,5.823131,22.046280,3.738326,1.875150
veh_002048,12257.896963,7.712693,19.360854,4.288434,1.755623
veh_002049,12263.892357,5.995394,19.727051,2.369993,2.190862
veh_002050,12269.987392,6.095035,20.772389,2.325308,1.912533
veh_002051,12278.027997,8.040605,17.960122,2.375221,1.419422
veh_002052,12284.967271,6.939274,19.614865,3.553710,1.651003
veh_002053,12294.163743,9.196472,21.346435,2.944368,2.325590
veh_002054,12297.708498,3.544756,23.446200,3.878291,1.796013
veh_002055,12302.875125,5.166626,24.071584,2.807718,1.576821
veh_002056,12307.519266,4.644141,23.028878,3.631632,1.657100
veh_002057,12314.781935,7.262669,21.519333,4.534483,1.841802
veh_002058,12320.041549,5.259614,24.207788,1.986123,1.298458
veh_002059,12326.945047,6.903498,23.671183,2.448119,1.444940
veh_002060,12331.191565,4.246518,26.240969,2.926952,1.264584
veh_002061,12337.050053,5.858488,21.351310,3.697996,1.763885
veh_002062,12346.495547,9.445493,19.118097,2.886246,1.798092
veh_002063,12354.953099,8.457552,18.347429,3.001603,1.909949
veh_002064,12358.135301,3.182202,25.359731,3.008775,1.861811
veh_002065,12364.682181,6.546880,24.132107,3.535976,1.060506
veh_002066,12371.921710,7.239529,23.497226,3.877060,1.436137
veh_002067,12377.181599,5.259889,20.819565,2.012812,2.197820
veh_002068,12381.528029,4.346430,22.727095,2.194615,1.617638
veh_002069,12388.521010,6.992982,22.505924,2.367870,1.874093
veh_002070,12394.672248,6.151238,21.754762,3.057775,2.212346
veh_002071,12401.501060,6.828811,25.336033,2.280495,1.883460
veh_002072,12407.263983,5.762923,21.608389,3.994947,1.380560
veh_002073,12416.760730,9.496748,21.369991,3.707170,1.777548
veh_002074,12421.389969,4.629238,23.033252,2.797874,1.774758
veh_002075,12426.645971,5.256002,22.084091,2.003028,1.973267
veh_002076,12433.418299,6.772328,22.989670,1.902639,1.815980
veh_002077,12440.515911,7.097613,21.204315,2.194752,2.164278
veh_002078,12444.447841,3.931930,20.768899,3.754803,1.780108
veh_002079,12452.393810,7.945969,22.040215,2.312833,1.778314
veh_002080,12456.206632,3.812822,18.558878,3.841646,1.817856
veh_002081,12462.216232,6.009599,22.064596,2.175596,1.528603
veh_002082,12467.755692,5.539460,24.909906,3.451524,2.283368
veh_002083,12472.694255,4.938563,20.352985,3.313735,1.823222
veh_002084,12480.394130,7.699876,22.057867,1.922844,1.888384
veh_002085,12482.873551,2.479421,25.233679,2.931882,1.639757
veh_002086,12487.777377,4.903826,20.345100,3.484701,2.059006
veh_002087,12492.423231,4.645854,22.062843,2.765425,2.213001
veh_002088,12499.735577,7.312346,20.937852,4.067414,2.213475
veh_002089,12508.061209,8.325632,23.851727,2.422106,1.303978
veh_002090,12515.224412,7.163203,22.740152,2.679739,1.722200
veh_002091,12523.317340,8.092928,22.536640,2.413706,2.248403
veh_002092,12525.980509,2.663169,23.485013,1.491761,1.324341
veh_002093,12532.225909,6.245400,23.026283,2.630519,1.739429
veh_002094,12536.151359,3.925450,20.225313,2.236535,1.248569
veh_002095,12541.588911,5.437552,23.720719,2.220077,2.021946
veh_002096,12547.955918,6.367007,24.535430,2.498657,1.904947
veh_002097,12554.097855,6.141937,23.415584,3.248439,1.932269
veh_002098,12562.161486,8.063631,23.476322,2.790591,1.630662
veh_002099,12565.193533,3.032047,23.010215,2.922591,2.005699
veh_002100,12569.939928,4.746395,23.200949,2.479828,2.209706
veh_002101,12573.718983,3.779055,22.064978,3.410687,2.233800
veh_002102,12577.260797,3.541814,25.333448,2.814952,2.013397
veh_002103,12584.769466,7.508669,23.248988,3.059319,1.475025
veh_002104,12591.043094,6.273628,20.895090,3.578930,2.475723
veh_002105,12599.378015,8.334921,23.891342,2.995239,1.583505
veh_002106,12607.155824,7.777810,21.946691,2.851233,1.806957
veh_002107,12613.258050,6.102225,22.404328,3.496952,2.106044
veh_002108,12617.803625,4.545575,22.191396,2.475191,2.139270
veh_002109,12625.291313,7.487688,21.508896,2.513611,1.991446
veh_002110,12630.253908,4.962595,24.030703,2.378346,2.076275
veh_002111,12634.454772,4.200864,25.703629,2.797690,2.100223
veh_002112,12638.729157,4.274385,19.897446,4.016961,2.054720
veh_002113,12644.911943,6.182786,21.541393,2.646909,1.583405
veh_002114,12652.810238,7.898295,23.594393,2.169975,2.483594
veh_002115,12658.889151,6.078913,23.181874,2.321157,2.091048
veh_002116,12666.725794,7.836643,20.265674,3.892674,1.694827
veh_002117,12672.862807,6.137013,21.338906,3.311441,1.523870
veh_002118,12678.223134,5.360327,21.995770,3.317417,1.578373
veh_002119,12688.304894,10.081761,21.245770,3.069767,1.631068
veh_002120,12697.036461,8.731567,23.674408,2.598443,1.721488
veh_002121,12703.331822,6.295360,23.852052,2.951295,1.942254
veh_002122,12708.083530,4.751708,22.627140,4.551434,1.927150
veh_002123,12711.669985,3.586456,23.672124,3.555196,2.023107
veh_002124,12718.272022,6.602036,25.123287,4.144152,1.782529
veh_002125,12723.888754,5.616732,21.753156,3.458724,1.855479
veh_002126,12730.589255,6.700501,22.694071,2.110504,1.614065
veh_002127,12737.073817,6.484562,25.408578,2.362455,1.749488
veh_002128,12743.728232,6.654414,19.710357,3.439420,1.275335
veh_002129,12751.441573,7.713341,19.523421,1.608023,1.653177
veh_002130,12757.912903,6.471330,20.703385,3.374740,1.691044
veh_002131,12762.827737,4.914834,18.487299,2.158853,2.084848
veh_002132,12767.671914,4.844177,22.742476,3.857664,1.350480
veh_002133,12774.546604,6.874690,24.209610,3.720041,1.657722
veh_002134,12778.938864,4.392260,24.650774,2.044121,1.946520
veh_002135,12786.016377,7.077513,21.135398,2.946954,1.279054
veh_002136,12793.087667,7.071290,19.605801,1.363428,1.899410
veh_002137,12799.021842,5.934175,24.624347,2.091567,1.659752
veh_002138,12803.849707,4.827865,21.394908,3.787081,1.695780
veh_002139,12807.185199,3.335492,21.844094,2.690421,1.515806
veh_002140,12811.499251,4.314053,20.697296,2.402142,1.461127
veh_002141,12815.060356,3.561105,22.626839,2.090191,1.908086
veh_002142,12821.100363,6.040007,19.331760,2.006525,2.176594
veh_002143,12826.436932,5.336569,24.774671,4.619074,2.214693
veh_002144,12831.055939,4.619008,21.500305,3.946979,1.494328
veh_002145,12838.364848,7.308908,22.610211,2.248750,2.078553
veh_002146,12844.558840,6.193992,23.604806,3.271146,2.092000
veh_002147,12850.630220,6.071380,21.961243,2.273975,2.057866
veh_002148,12857.467395,6.837175,26.406904,3.503571,1.909694
veh_002149,12865.022074,7.554679,22.691078,2.421253,1.851606
veh_002150,12868.617838,3.595764,17.946955,2.408304,1.754851
veh_002151,12875.677858,7.060020,24.921854,2.960249,1.545136
veh_002152,12878.964452,3.286595,22.457890,3.590591,1.881956
veh_002153,12883.772877,4.808425,21.507399,2.184673,1.431831
veh_002154,12891.291095,7.518218,23.279659,2.786294,1.729879
veh_002155,12898.327929,7.036834,21.202261,3.496019,2.089951
veh_002156,12905.325041,6.997111,22.653494,2.740588,1.787467
veh_002157,12911.598168,6.273127,21.875637,4.058354,1.582111
veh_002158,12919.717633,8.119465,21.665195,3.401146,1.886002
veh_002159,12923.406432,3.688799,21.250821,1.739052,2.037286
veh_002160,12928.948699,5.542267,24.424122,2.129759,1.839781
veh_002161,12935.019722,6.071024,24.623882,2.367667,1.827065
veh_002162,12944.072650,9.052928,20.862090,2.344730,1.633263
veh_002163,12951.612475,7.539825,26.621461,4.021523,1.828907
veh_002164,12959.170116,7.557641,19.984739,2.657356,1.851525
veh_002165,12964.028098,4.857982,24.125832,3.357419,1.647197
veh_002166,12973.402590,9.374492,23.169260,2.744533,1.758491
veh_002167,12980.110303,6.707713,21.027077,1.610828,1.503000
veh_002168,12984.601416,4.491113,19.095316,2.030171,2.161706
veh_002169,12994.119455,9.518039,20.340510,2.981220,1.801150
veh_002170,12997.979093,3.859638,25.010699,2.081027,1.872643
veh_002171,13002.676043,4.696950,23.586971,2.451960,1.917498
veh_002172,13008.325042,5.648998,22.725869,2.911152,1.625391
veh_002173,13012.854412,4.529370,23.645362,4.113264,1.334132
veh_002174,13019.645229,6.790817,24.910327,2.553591,1.695332
veh_002175,13026.060373,6.415144,23.759416,2.660770,1.811325
veh_002176,13032.230635,6.170262,25.389625,2.880595,2.147715
veh_002177,13041.071345,8.840710,23.520513,3.532662,2.091607
veh_002178,13044.620392,3.549046,19.455611,3.310677,1.809715
veh_002179,13052.669970,8.049579,22.516570,4.465638,1.387100
veh_002180,13057.432993,4.763022,24.306451,3.835676,2.393020
veh_002181,13065.626239,8.193246,20.155679,2.105221,1.157621
veh_002182,13074.484060,8.857821,22.826878,1.676482,1.762590
veh_002183,13083.936389,9.452330,19.160560,2.236356,1.995291
veh_002184,13089.650618,5.714229,25.437018,1.693291,1.483831
veh_002185,13093.905728,4.255111,21.572729,4.409622,1.622578
veh_002186,13100.397618,6.491889,25.173142,3.581534,1.991693
veh_002187,13106.317565,5.919947,20.551600,1.882166,1.517302
veh_002188,13109.673291,3.355726,23.214798,1.945251,1.821734
veh_002189,13116.776608,7.103317,23.490265,2.595206,2.027428
veh_002190,13121.392591,4.615983,20.085000,2.959258,1.987386
veh_002191,13129.555604,8.163013,22.446096,2.720701,1.929092
veh_002192,13137.003350,7.447745,23.373807,3.658287,1.610815
veh_002193,13142.581344,5.577994,22.704056,4.146563,1.985379
veh_002194,13148.635590,6.054247,23.393997,3.639396,1.832114
veh_002195,13154.271739,5.636149,22.168138,3.107875,1.926158
veh_002196,13159.585649,5.313910,23.598030,1.943412,1.795713
veh_002197,13170.233115,10.647466,22.968406,4.403760,1.747954
veh_002198,13174.828820,4.595705,20.565207,2.837938,2.070605
veh_002199,13180.911826,6.083006,21.442951,3.864037,1.829756
veh_002200,13188.399034,7.487207,20.328293,3.617938,1.802818
veh_002201,13193.822525,5.423491,25.528492,1.684828,2.101736
veh_002202,13198.879711,5.057186,23.470625,2.979834,1.440492
veh_002203,13202.886060,4.006348,19.955274,4.362323,1.781834
veh_002204,13210.674113,7.788053,23.317140,2.368203,1.852996
veh_002205,13217.742117,7.068004,20.811166,2.697372,1.840265
veh_002206,13224.447017,6.704900,21.013152,2.170262,2.147721
veh_002207,13228.183824,3.736806,23.982721,2.665087,1.810827
veh_002208,13234.939198,6.755374,23.569980,3.235360,1.755847
veh_002209,13241.367154,6.427957,25.332239,3.501064,2.361084
veh_002210,13246.860059,5.492904,19.472962,3.478984,1.202367
veh_002211,13250.794948,3.934889,23.498472,3.715017,1.760863
veh_002212,13256.709924,5.914976,23.047611,3.161804,1.374380
veh_002213,13261.403661,4.693737,24.433644,2.929486,1.593348
veh_002214,13267.523713,6.120052,21.846958,3.045492,2.330979
veh_002215,13273.618723,6.095010,24.520762,2.437638,1.490680
veh_002216,13279.111485,5.492763,19.653368,3.560858,1.601645
veh_002217,13286.434521,7.323035,21.833834,4.355403,2.069544
veh_002218,13292.335445,5.900924,23.128914,3.613472,1.659721
veh_002219,13299.129075,6.793630,21.361711,3.922465,1.685128
veh_002220,13305.756679,6.627603,21.325501,3.035981,1.716077
veh_002221,13313.268938,7.512260,21.880513,3.990555,2.022234
veh_002222,13317.822849,4.553910,25.313736,3.310158,1.951232
veh_002223,13323.304892,5.482043,20.597163,3.132161,1.668806
veh_002224,13330.687883,7.382992,24.904453,3.195781,1.604213
veh_002225,13336.918183,6.230299,24.399906,4.414866,1.413884
veh_002226,13344.606891,7.688708,21.185306,3.216838,2.233018
veh_002227,13351.724755,7.117864,18.705776,3.086972,1.639355
veh_002228,13357.057735,5.332980,21.906145,1.897353,1.942775
veh_002229,13364.378501,7.320766,25.553162,2.250140,1.405606
veh_002230,13369.992272,5.613771,21.613509,4.752483,1.938674
veh_002231,13377.427179,7.434907,20.482303,2.803947,2.136477
veh_002232,13386.207826,8.780647,21.735574,2.426188,1.830612
veh_002233,13393.845218,7.637392,24.073096,2.347239,1.650725
veh_002234,13403.279469,9.434251,24.454176,3.633763,1.451494
veh_002235,13406.952096,3.672627,20.702992,4.111342,1.874491
veh_002236,13412.129534,5.177438,20.600092,2.916988,1.401235
veh_002237,13417.730017,5.600483,19.723934,3.975823,2.029392
veh_002238,13423.129581,5.399564,22.472478,3.484268,2.121687
veh_002239,13429.688253,6.558672,24.711879,2.981519,2.033913
veh_002240,13435.136090,5.447837,19.175337,2.380719,1.485417
veh_002241,13442.795251,7.659161,20.403411,2.244383,1.702042
veh_002242,13450.272392,7.477141,20.940044,4.416270,1.432277
veh_002243,13456.892602,6.620210,21.514386,4.536797,1.870416
veh_002244,13461.374282,4.481680,26.553339,2.751197,2.217013
veh_002245,13468.195343,6.821061,25.737078,2.744500,1.730893
veh_002246,13475.206778,7.011435,22.128435,2.127381,2.035616
veh_002247,13481.737606,6.530828,24.236467,3.810150,1.797777
veh_002248,13487.782617,6.045011,22.216904,3.482928,2.130576
veh_002249,13495.883119,8.100502,21.964269,3.668350,1.423726
veh_002250,13501.060548,5.177429,24.504837,3.326067,1.501282
veh_002251,13506.510502,5.449954,25.685234,3.271202,1.851454
veh_002252,13513.511086,7.000584,19.042096,1.507119,1.921200
veh_002253,13520.307273,6.796187,22.992276,4.086512,1.337638
veh_002254,13527.586169,7.278896,25.699706,1.508635,2.016620
veh_002255,13533.160153,5.573984,22.341239,2.799694,1.503862
veh_002256,13537.188094,4.027941,23.359913,2.295788,1.653047
veh_002257,13541.331720,4.143627,22.683548,1.953002,1.786972
veh_002258,13546.682711,5.350991,21.511013,2.526748,1.516291
veh_002259,13553.871349,7.188638,23.210945,1.990586,2.068320
veh_002260,13561.059745,7.188396,20.601245,2.074460,1.584360
veh_002261,13564.335878,3.276133,25.004680,2.923180,2.072703
veh_002262,13571.136722,6.800844,22.893129,3.554722,1.701274
veh_002263,13577.005882,5.869160,22.961540,3.376831,1.487457
veh_002264,13581.442723,4.436841,21.079253,2.536574,1.397944
veh_002265,13590.728886,9.286163,19.002052,1.929988,2.139847
veh_002266,13597.124823,6.395937,21.990136,1.514602,1.483793
veh_002267,13604.365946,7.241123,21.736256,3.762257,1.647754
veh_002268,13614.217234,9.851288,19.112981,2.465917,1.994019
veh_002269,13619.345555,5.128321,24.168869,2.619178,2.070529
veh_002270,13624.750369,5.404815,24.978685,3.506182,1.529642
veh_002271,13632.983893,8.233523,23.513311,2.153184,1.593511
veh_002272,13637.022386,4.038494,20.937469,2.131053,2.068582
veh_002273,13643.133335,6.110949,21.068633,2.367071,1.161780
veh_002274,13649.202658,6.069323,24.310610,2.219830,1.399347
veh_002275,13656.657929,7.455272,25.259799,2.343187,1.410939
veh_002276,13663.266016,6.608086,22.862657,3.817211,1.480325
veh_002277,13667.896246,4.630230,19.724048,1.499340,1.062305
veh_002278,13675.354615,7.458369,24.053520,2.158642,2.055365
veh_002279,13682.622339,7.267724,19.297429,3.558945,1.814977
veh_002280,13687.045833,4.423494,24.598517,2.542895,2.480889
veh_002281,13692.014128,4.968295,23.447991,2.610854,1.968041
veh_002282,13697.225417,5.211289,22.571362,3.149141,1.816093
veh_002283,13701.501407,4.275990,19.672370,3.877091,1.782383
veh_002284,13709.098407,7.597000,23.208819,3.715377,2.347152
veh_002285,13714.612643,5.514236,22.030356,2.464938,1.984950
veh_002286,13720.195898,5.583255,23.281401,1.454254,1.781065
veh_002287,13724.639264,4.443366,21.540390,3.559142,2.117666
veh_002288,13730.047456,5.408192,18.884932,2.343731,2.372813
veh_002289,13738.274883,8.227427,22.955007,3.039143,1.330180
veh_002290,13745.397316,7.122432,21.056088,2.547258,1.310222
veh_002291,13748.971220,3.573904,20.196922,3.654577,1.580875
veh_002292,13753.486659,4.515439,22.559724,3.462315,1.706125
veh_002293,13760.440060,6.953402,25.114707,3.201840,1.798604
veh_002294,13765.692877,5.252817,21.468893,3.450196,1.328001
veh_002295,13770.863018,5.170141,21.923083,3.148733,2.117206
veh_002296,13775.572280,4.709262,23.815200,4.048818,1.445131
veh_002297,13779.575676,4.003396,22.216290,3.394191,1.466988
veh_002298,13785.718610,6.142934,21.191211,2.885749,1.853086
veh_002299,13791.148202,5.429592,19.483343,3.011778,1.935777
veh_002300,13798.858769,7.710567,19.882853,2.884997,1.406009
veh_002301,13804.758707,5.899938,25.420728,3.479784,1.921117
veh_002302,13809.310950,4.552243,19.557463,3.049184,1.854544
veh_002303,13816.351659,7.040708,20.704887,2.214863,1.864331
veh_002304,13824.370880,8.019221,22.185188,1.774590,1.867986
veh_002305,13829.267274,4.896395,24.082309,2.503632,1.751200
veh_002306,13832.713410,3.446136,24.637410,2.958153,1.314051
veh_002307,13837.994961,5.281551,24.186211,3.170797,2.098822
veh_002308,13841.970097,3.975135,23.036804,3.529323,1.964285
veh_002309,13850.432523,8.462427,22.148224,1.063799,1.908284
veh_002310,13854.350906,3.918383,22.223340,3.651076,1.589904
veh_002311,13859.859364,5.508458,24.603795,2.858779,2.071510
veh_002312,13868.069647,8.210282,19.134030,3.070267,2.150921
veh_002313,13875.376465,7.306819,20.604398,2.663644,1.509619
veh_002314,13880.605973,5.229508,26.183610,2.936485,1.812474
veh_002315,13885.431377,4.825404,17.949240,4.179832,1.847457
veh_002316,13891.159133,5.727755,19.604858,2.790000,1.407492
veh_002317,13896.798900,5.639767,19.823038,3.117349,1.612268
veh_002318,13905.043498,8.244598,21.342947,2.565206,2.146492
veh_002319,13910.811500,5.768002,21.957239,3.481975,1.642207
veh_002320,13914.786545,3.975045,21.658376,3.809587,2.169671
veh_002321,13922.265204,7.478659,24.498722,2.753866,1.905583
veh_002322,13929.820004,7.554799,21.482341,3.545453,1.740687
veh_002323,13935.479810,5.659806,19.754413,2.230468,2.321510
veh_002324,13942.637997,7.158188,20.213332,3.332233,2.164655
veh_002325,13948.714867,6.076870,21.258857,4.322280,2.092663
veh_002326,13952.904669,4.189803,24.816230,2.291764,1.534621
veh_002327,13958.783058,5.878388,22.163338,2.699724,2.212489
veh_002328,13963.066041,4.282983,21.555064,3.748974,1.864179
veh_002329,13968.114808,5.048767,21.985700,2.226154,1.624657
veh_002330,13972.706461,4.591653,19.646223,2.704875,1.274140
veh_002331,13979.205729,6.499267,21.902465,3.644349,2.354352
veh_002332,13985.485454,6.279726,24.848020,2.426575,2.262445
veh_002333,13989.505935,4.020481,22.973081,2.565278,1.740580
veh_002334,13994.126153,4.620217,21.886658,3.777802,1.524227
veh_002335,14000.122115,5.995962,22.937204,2.437936,1.874661
veh_002336,14006.818666,6.696552,24.472649,2.078133,1.362650
veh_002337,14012.927028,6.108362,21.111086,1.776401,1.824923
veh_002338,14015.616836,2.689808,18.451257,2.062620,1.893734
veh_002339,14023.547194,7.930357,23.305576,3.509986,1.950393
veh_002340,14032.205661,8.658468,20.505485,3.688780,1.510346
veh_002341,14040.581350,8.375689,24.636747,3.442360,2.080715
veh_002342,14047.397506,6.816156,24.483419,1.768738,1.746129
veh_002343,14054.405485,7.007979,21.718588,3.971281,1.896146
veh_002344,14059.424197,5.018711,24.294532,2.139430,1.967517
veh_002345,14065.707065,6.282868,22.737296,3.725300,1.653419
veh_002346,14070.011121,4.304056,25.309882,3.092928,1.590507
veh_002347,14076.193762,6.182641,22.257914,3.209918,1.936911
veh_002348,14080.049222,3.855461,22.083184,4.854416,2.052458
veh_002349,14086.927025,6.877803,19.313071,3.063245,1.419836
veh_002350,14092.395191,5.468166,23.095345,3.895830,2.451181
